gamma,xi_1,xi_2
0.47177229618191235,1.0245346731999383,1.0856805484740628
0.4822561249859548,1.0245346731293374,1.085680548388566
0.49273995378999735,1.024534677028299,1.0856805556597713
0.5032237825940398,1.0245346759423917,1.0856805530202116
0.5137076113980823,1.0245346750733886,1.0856805510111813
0.5241914402021248,1.0245346747516721,1.0856805502277886
0.5346752690061674,1.024534674425133,1.0856805496203832
0.5451590978102098,1.0245346743106016,1.0856805494223074
0.5556429266142523,1.0245346741186592,1.0856805490892558
0.5661267554182948,1.0245346737125434,1.0856805488376675
0.5766105842223374,1.0245346738844403,1.0856805487895167
0.5870944130263798,1.0245346735874943,1.0856805485118566
0.5975782418304223,1.0245346735319716,1.0856805485871872
0.6080620706344648,1.024534673430344,1.0856805486167382
0.6185458994385072,1.0245346732432643,1.0856805484122871
0.6290297282425498,1.0245346732391771,1.0856805483619147
0.6395135570465923,1.0245346733039151,1.0856805484556562
0.6499973858506348,1.0245346733125935,1.0856805485187333
0.6604812146546772,1.02453467333156,1.0856805485496384
0.6709650434587198,1.024534673236411,1.0856805483851981
0.6814488722627623,1.0245346733320229,1.08568054850359
0.6919327010668047,1.024534673346369,1.085680548528734
0.7024165298708472,1.0245346731587623,1.08568054832844
0.7129003586748898,1.024534673209187,1.0856805483803262
0.7233841874789323,1.0245346731979075,1.0856805483141032
0.7338680162829747,1.0245346731803229,1.0856805481914356
0.7443518450870172,1.024534673189036,1.0856805483623477
0.7548356738910598,1.0245346732609457,1.085680548414442
0.7653195026951022,1.0245346731609657,1.0856805483069214
0.7758033314991447,1.0245346732786262,1.0856805483713836
0.7862871603031872,1.0245346731486846,1.0856805482087244
0.7967709891072298,1.024534673194622,1.0856805482941445
0.8072548179112722,1.0245346733122895,1.0856805483463117
0.8177386467153147,1.024534673307153,1.0856805484251568
0.8282224755193572,1.0245346732109222,1.0856805483358294
0.8387063043233997,1.0245346731274287,1.0856805482796574
0.8491901331274422,1.0245346734294947,1.0856805483249743
0.8596739619314847,1.0245346731158842,1.0856805483658696
0.8701577907355272,1.0245346731040734,1.0856805482791347
0.8806416195395697,1.024534673137298,1.0856805482752225
0.8911254483436122,1.0245346730961178,1.085680548254963
0.9016092771476547,1.0245346731544576,1.0856805482130265
0.9120931059516972,1.0245346730996086,1.0856805483458625
0.9225769347557397,1.024534673100332,1.0856805481365306
0.9330607635597822,1.0245346728920495,1.0856805481846898
0.9435445923638247,1.0245346730815739,1.0856805483165364
0.9540284211678671,1.0245346730285618,1.0856805483195664
0.9645122499719097,1.0245346730731248,1.085680548205596
0.9749960787759522,1.024534673045188,1.085680548503499
0.9854799075799947,1.0245346729678066,1.085680548313912
0.9959637363840371,1.02453467303849,1.0856805483654455
1.0064475651880795,1.0245346729526028,1.0856805483671623
1.016931393992122,1.0245346730105391,1.0856805483225918
1.0274152227961646,1.0245346729027227,1.0856805483530576
1.0378990516002071,1.0245346729919533,1.0856805483364969
1.0483828804042497,1.0245346729645375,1.0856805483344614
1.0588667092082922,1.0245346729717943,1.0856805482966512
1.0693505380123347,1.0245346729461309,1.0856805483163758
1.0798343668163772,1.0245346729686804,1.0856805483294156
1.0903181956204195,1.0245346728946656,1.085680548271517
1.100802024424462,1.0245346729439417,1.0856805483368686
1.1112858532285046,1.0245346729596738,1.085680548308544
1.1217696820325471,1.0245346729613114,1.0856805483038698
1.1322535108365896,1.0245346729335438,1.0856805482828247
1.1427373396406322,1.024534672924167,1.0856805483349719
1.1532211684446747,1.0245346729489266,1.0856805482844616
1.163704997248717,1.0245346729402856,1.085680548272713
1.1741888260527595,1.0245346729523672,1.0856805482911644
1.184672654856802,1.024534673018567,1.085680548344652
1.1951564836608446,1.0245346729313045,1.0856805482315692
1.2056403124648871,1.0245346729477742,1.085680548249104
1.2161241412689296,1.024534672944484,1.0856805482392058
1.2266079700729722,1.0245346729253497,1.0856805482095366
1.2370917988770145,1.024534672954275,1.0856805482926464
1.247575627681057,1.0245346729560207,1.0856805482018856
1.2580594564850995,1.0245346729768614,1.0856805482474612
1.268543285289142,1.024534672955581,1.0856805481988017
1.2790271140931846,1.0245346729577542,1.0856805482011542
1.2895109428972271,1.0245346729643778,1.0856805481896405
1.2999947717012696,1.0245346729474758,1.0856805481888623
1.310478600505312,1.0245346729377125,1.085680548191866
1.3209624293093545,1.0245346728101854,1.0856805477919176
1.331446258113397,1.0245346727611602,1.0856805475651161
1.3419300869174395,1.0245346729361258,1.0856805481657645
1.352413915721482,1.0245346727857403,1.0856805474188682
1.3628977445255246,1.0245346727631277,1.085680547092547
1.3733815733295671,1.0245346727571594,1.085680546950006
1.3838654021336094,1.0245346727537497,1.0856805468899604
1.394349230937652,1.024534672783786,1.0856805469289337
1.4048330597416945,1.0245346727783935,1.0856805469450574
1.415316888545737,1.0245346727980857,1.085680546979962
1.4258007173497795,1.0245346727970552,1.0856805469515112
1.436284546153822,1.0245346728504428,1.0856805470371698
1.4467683749578646,1.0245346728136946,1.0856805469508999
1.457252203761907,1.0245346728369662,1.0856805470274515
